================== ===== ====== ====== ======== ================== ================== ================== ==== ======== ==================
ie4h12jdq_ima.fits  G141      0      5       12    59455.542129395   488.460338562727 12.199588492512703    0 4.970405 2459456.0473400815
ie4h12jeq_ima.fits  G141      0      5       13     59455.54283551  489.4771036505699 13.216353580355644    1 4.970405 2459456.0480461684
ie4h12jfq_ima.fits  G141      0      5       14     59455.54354143 490.49358643591404 14.232836365699768    0 4.970405  2459456.048752059
ie4h12jgq_ima.fits  G141      0      5       15 59455.544247544996  491.5103481709957  15.24959810078144    1 4.970405 2459456.0494581438
ie4h12jhq_ima.fits  G141      0      5       16     59455.54495347  492.5268356502056  16.26608557999134    0 4.970405  2459456.050164038
ie4h12jiq_ima.fits  G141      0      5       17 59455.545659580006 493.54358799755573  17.28283792734146    1 4.970405  2459456.050870116
ie4h12jjq_ima.fits  G141      0      5       18     59455.54636551  494.5600801706314 18.299330100417137    0 4.970405  2459456.051576013
ie4h12jkq_ima.fits  G141      0      5       19    59455.547071615 495.57682178914547 19.316071718931198    1 4.970405  2459456.052282084
ie4h12jlq_ima.fits  G141      0      5       20    59455.547777545  496.5933106094599 20.332560539245605    0 4.970405  2459456.052987979
ie4h12jmq_ima.fits  G141      0      5       21    59455.548483655 497.61005625128746  21.34930618107319    1 4.970405  2459456.053694052
ie4h12jnq_ima.fits  G141      0      5       22     59455.54918958  498.6265356838703 22.365785613656044    0 4.970405 2459456.0543999407
ie4h12joq_ima.fits  G141      0      5       23    59455.549895695  499.6432860195637 23.382535949349403    1 4.970405 2459456.0551060173
ie4h12jpq_ima.fits  G141      0      5       24    59455.550601615 500.65975472331047   24.3990046530962    0 4.970405 2459456.0558118983
ie4h12jqq_ima.fits  G141      0      5       25     59455.55130773  501.6765023767948 25.415752306580544    1 4.970405  2459456.056517973
ie4h12jrq_ima.fits  G141      0      5       26 59455.552013655004 502.69297510385513  26.43222503364086    0 4.970405  2459456.057223857
ie4h12jsq_ima.fits  G141      0      5       27    59455.552719765  503.7097126990557   27.4489626288414    1 4.970405 2459456.0579299247
ie4h12jtq_ima.fits  G141      0      5       28    59455.553425695 504.72619011998177 28.465440049767494    0 4.970405  2459456.058635812
ie4h12juq_ima.fits  G141      0      5       29      59455.5541318 505.74291832745075  29.48216825723648    1 4.970405  2459456.059341873
ie4h12jvq_ima.fits  G141      0      5       30     59455.55483773 506.75939306616783  30.49864299595356    0 4.970405 2459456.0600477583
ie4h12jwq_ima.fits  G141      0      5       31     59455.55554384 507.77612663805485 31.515376567840576    1 4.970405 2459456.0607538233
ie4h12jxq_ima.fits  G141      0      5       32 59455.556249764995 508.79259265959263  32.53184258937836    0 4.970405 2459456.0614597024
ie4h12jyq_ima.fits  G141      0      5       33 59455.556955880005 509.80933025479317 33.548580184578896    1 4.970405   2459456.06216577
ie4h12jzq_ima.fits  G141      0      5       34 59455.557661800005  510.8257868885994 34.565036818385124    0 4.970405  2459456.062871643
ie4h12k0q_ima.fits  G141      0      5       35    59455.558367915  511.8425231426954 35.581773072481155    1 4.970405 2459456.0635777097
ie4h12k1q_ima.fits  G141      0      5       36     59455.55907384  512.8589844703674  36.59823440015316    0 4.970405 2459456.0642835856
ie4h12k2q_ima.fits  G141      0      5       37 59455.559779949996  513.8757126778364  37.61496260762215    1 4.970405  2459456.064989647
ie4h12k3q_ima.fits  G141      0      5       38     59455.56048588   514.892180711031  38.63143064081669    0 4.970405 2459456.0656955275
ie4h12k4q_ima.fits  G141      0      5       39    59455.561191985  515.9089002013206  39.64815013110638    1 4.970405 2459456.0664015827
ie4h12k5q_ima.fits  G141      0      5       40    59455.561897915  516.9253668934107  40.66461682319641    0 4.970405 2459456.0671074623
ie4h12k6q_ima.fits  G141      0      5       41    59455.562604025  517.9420930892229  41.68134301900864    1 4.970405  2459456.067813522
ie4h13k8q_ima.fits  G141      0      6        0    59455.600555325  572.5892700254917                0.0    0 4.970405 2459456.1057629506
ie4h13k9q_ima.fits  G141      0      6        1     59455.60126143  573.6060304194689 1.0167603939771652    1 4.970405  2459456.106469034
ie4h13kaq_ima.fits  G141      0      6        2 59455.601967359995  574.6225386857986 2.0332686603069305    0 4.970405 2459456.1071749427
ie4h13kbq_ima.fits  G141      0      6        3     59455.60267347  575.6393057852983  3.050035759806633    1 4.970405  2459456.107881031
ie4h13kcq_ima.fits  G141      0      6        4 59455.603379395005  576.6558046638966  4.066534638404846    0 4.970405  2459456.108586933
ie4h13kdq_ima.fits  G141      0      6        5     59455.60408551  577.6725777983665  5.083307772874832    1 4.970405 2459456.1092930255
ie4h13keq_ima.fits  G141      0      6        6     59455.60479143  578.6890679597855  6.099797934293747    0 4.970405 2459456.1099989214
ie4h13kfq_ima.fits  G141      0      6        7    59455.605497545  579.7058384120464  7.116568386554718    1 4.970405  2459456.110705012
ie4h13kgq_ima.fits  G141      0      6        8     59455.60620347  580.7223346084356  8.133064582943916    0 4.970405  2459456.111410912
ie4h13khq_ima.fits  G141      0      6        9 59455.606909580005   581.739095672965  9.149825647473335    1 4.970405  2459456.112116996
ie4h13kiq_ima.fits  G141      0      6       10     59455.60761551    582.75559656322  10.16632653772831    0 4.970405 2459456.1128228996
ie4h13kjq_ima.fits  G141      0      6       11    59455.608321615  583.7723482400179 11.183078214526176    1 4.970405  2459456.113528977
ie4h13kkq_ima.fits  G141      0      6       12    59455.609027545  584.7888464480639 12.199576422572136    0 4.970405 2459456.1142348787
ie4h13klq_ima.fits  G141      0      6       13     59455.60973347  585.8053359389305 13.216065913438797    1 4.970405  2459456.114940774
ie4h13kmq_ima.fits  G141      0      6       14     59455.61043958  586.8220909684896 14.232820942997932    0 4.970405  2459456.115646854
ie4h13knq_ima.fits  G141      0      6       15    59455.611145695  587.8388520330191 15.249582007527351    1 4.970405  2459456.116352938
ie4h13koq_ima.fits  G141      0      6       16    59455.611851615  588.8553301244974   16.2660600990057    0 4.970405 2459456.1170588257
ie4h13kpq_ima.fits  G141      0      6       17    59455.612557545  589.8718216270208  17.28255160152912    1 4.970405 2459456.1177647226
ie4h13kqq_ima.fits  G141      0      6       18    59455.613263655  590.8885706216097 18.299300596117973    0 4.970405 2459456.1184707982
ie4h13krq_ima.fits  G141      0      6       19    59455.613969765  591.9053189456463  19.31604892015457    1 4.970405 2459456.1191768735
ie4h13ksq_ima.fits  G141      0      6       20 59455.614675695004  592.9218057543039 20.332535728812218    0 4.970405  2459456.119882767
ie4h13ktq_ima.fits  G141      0      6       21      59455.6153818  593.9385433495045 21.349273324012756    1 4.970405  2459456.120588835
ie4h13kuq_ima.fits  G141      0      6       22     59455.61608773  594.9550274759531 22.365757450461388    0 4.970405 2459456.1212947266
ie4h13kvq_ima.fits  G141      0      6       23     59455.61679384  595.9717697650194 23.382499739527702    1 4.970405 2459456.1220007977
ie4h13kwq_ima.fits  G141      0      6       24    59455.617499765  596.9882438331842 24.398973807692528    0 4.970405 2459456.1227066824
ie4h13kxq_ima.fits  G141      0      6       25 59455.618205880004  598.0049894750118  25.41571944952011    1 4.970405  2459456.123412756
ie4h13kyq_ima.fits  G141      0      6       26 59455.618911800004  599.0214541554451 26.432184129953384    0 4.970405  2459456.124118634
ie4h13kzq_ima.fits  G141      0      6       27    59455.619617915  600.0381977856159 27.448927760124207    1 4.970405  2459456.124824706
ie4h13l0q_ima.fits  G141      0      6       28     59455.62032384  601.0546664893627 28.465396463871002    0 4.970405  2459456.125530587
ie4h13l1q_ima.fits  G141      0      6       29 59455.621029949994   602.071400731802 29.482130706310272    1 4.970405 2459456.1262366525
ie4h13l2q_ima.fits  G141      0      6       30 59455.621735880006  603.0878747999668 30.498604774475098    0 4.970405 2459456.1269425373
ie4h13l3q_ima.fits  G141      0      6       31 59455.622441985004  604.1045996546745 31.515329629182816    1 4.970405  2459456.127648596
ie4h13l4q_ima.fits  G141      0      6       32    59455.623147915  605.1210710406303 32.531801015138626    0 4.970405  2459456.128354479
ie4h13l5q_ima.fits  G141      0      6       33     59455.62385384  606.1375343799591  33.54826435446739    1 4.970405 2459456.1290603564
ie4h13l6q_ima.fits  G141      0      6       34 59455.624559949996  607.1542632579803  34.56499323248863    0 4.970405  2459456.129766418
ie4h13l7q_ima.fits  G141      0      6       35    59455.625266065  608.1709988415241  35.58172881603241    1 4.970405 2459456.1304724845
ie4h13l8q_ima.fits  G141      0      6       36    59455.625971985  609.1874527931213  36.59818276762962    0 4.970405 2459456.1311783553
ie4h13l9q_ima.fits  G141      0      6       37    59455.626677915  610.2039208263159 37.614650800824165    1 4.970405  2459456.131884236
ie4h13laq_ima.fits  G141      0      6       38    59455.627384025  611.2206476926804 38.631377667188644    0 4.970405  2459456.132590296
ie4h13lbq_ima.fits  G141      0      6       39    59455.628090135  612.2373732179403 39.648103192448616    1 4.970405 2459456.1332963556
ie4h14ldq_ima.fits  G141      0      7        0 59455.670902540005  673.8842748105526                0.0    0 4.970405  2459456.176106704
ie4h14leq_ima.fits  G141      0      7        1    59455.671608655  674.9010452628136  1.016770452260971    1 4.970405 2459456.1768127945
ie4h14lfq_ima.fits  G141      0      7        2     59455.67231458  675.9175414592028 2.0332666486501694    0 4.970405 2459456.1775186947
ie4h14lgq_ima.fits  G141      0      7        3    59455.673020505  676.9340356439352 3.0497608333826065    1 4.970405 2459456.1782245934
ie4h14lhq_ima.fits  G141      0      7        4     59455.67372662  677.9508034139872  4.066528603434563    0 4.970405  2459456.178930682
ie4h14liq_ima.fits  G141      0      7        5     59455.67443273  678.9675617963076  5.083286985754967    1 4.970405 2459456.1796367643
ie4h14ljq_ima.fits  G141      0      7        6    59455.675138655   679.984053298831  6.099778488278389    0 4.970405  2459456.180342661
ie4h14lkq_ima.fits  G141      0      7        7    59455.675844765  681.0008089989424  7.116534188389778    1 4.970405 2459456.1810487416
ie4h14llq_ima.fits  G141      0      7        8     59455.67655069  682.0172978192568  8.133023008704185    0 4.970405 2459456.1817546366
ie4h14lmq_ima.fits  G141      0      7        9    59455.677256805   683.034058213234   9.14978340268135    1 4.970405   2459456.18246072
ie4h14lnq_ima.fits  G141      0      7       10     59455.67796273  684.0505443513393 10.166269540786743    0 4.970405 2459456.1831666133
ie4h14loq_ima.fits  G141      0      7       11 59455.678668655004   685.067028477788 11.182753667235374    1 4.970405  2459456.183872505
ie4h14lpq_ima.fits  G141      0      7       12    59455.679374765  686.0837781429291  12.19950333237648    0 4.970405 2459456.1845785812
ie4h14lqq_ima.fits  G141      0      7       13    59455.680080875  687.1005251258612  13.21625031530857    1 4.970405 2459456.1852846555
ie4h14lrq_ima.fits  G141      0      7       14    59455.680786805  688.1170132756233 14.232738465070724    0 4.970405   2459456.18599055
ie4h14lsq_ima.fits  G141      0      7       15    59455.681492915  689.1337575763464   15.2494827657938    1 4.970405 2459456.1866966225
ie4h14ltq_ima.fits  G141      0      7       16 59455.682198840004  690.1502349972725 16.265960186719894    0 4.970405 2459456.1874025096
ie4h14luq_ima.fits  G141      0      7       17     59455.68290495  691.1669759452343   17.2827011346817    1 4.970405 2459456.1881085797
ie4h14lvq_ima.fits  G141      0      7       18    59455.683610875  692.1834506839514  18.29917587339878    0 4.970405  2459456.188814465
ie4h14lwq_ima.fits  G141      0      7       19 59455.684316804996  693.1999307870865  19.31565597653389    1 4.970405  2459456.189520354
ie4h14lxq_ima.fits  G141      0      7       20    59455.685022915   694.216668382287  20.33239357173443    0 4.970405 2459456.1902264217
ie4h14lyq_ima.fits  G141      0      7       21 59455.685729025005   695.233404636383  21.34912982583046    1 4.970405 2459456.1909324885
ie4h14lzq_ima.fits  G141      0      7       22     59455.68643495  696.2498740106821  22.36559920012951    0 4.970405   2459456.19163837
ie4h14m0q_ima.fits  G141      0      7       23    59455.687140875  697.2663413733244 23.382066562771797    1 4.970405   2459456.19234425
ie4h14m1q_ima.fits  G141      0      7       24     59455.68784699   698.283081650734  24.39880684018135    0 4.970405   2459456.19305032
ie4h14m2q_ima.fits  G141      0      7       25      59455.6885531  699.2998138815165  25.41553907096386    1 4.970405  2459456.193756384
ie4h14m3q_ima.fits  G141      0      7       26    59455.689259025  700.3162778913975  26.43200308084488    0 4.970405 2459456.1944622616
ie4h14m4q_ima.fits  G141      0      7       27     59455.68996495  701.3327419012785   27.4484670907259    1 4.970405 2459456.1951681394
ie4h14m5q_ima.fits  G141      0      7       28     59455.69067106   702.349471449852 28.465196639299393    0 4.970405 2459456.1958742016
ie4h14m6q_ima.fits  G141      0      7       29    59455.691377175  703.3662063628435 29.481931552290916    1 4.970405 2459456.1965802675
ie4h14m7q_ima.fits  G141      0      7       30      59455.6920831  704.3826676905155  30.49839287996292    0 4.970405 2459456.1972861434
ie4h14m8q_ima.fits  G141      0      7       31    59455.692789025  705.3991283476353 31.514853537082672    1 4.970405  2459456.197992019
ie4h14m9q_ima.fits  G141      0      7       32     59455.69349514  706.4158619195223  32.53158710896969    0 4.970405  2459456.198698084
ie4h14maq_ima.fits  G141      0      7       33    59455.694201245  707.4325807392597  33.54830592870712    1 4.970405 2459456.1994041386
================== ===== ====== ====== ======== ================== ================== ================== ==== ======== ==================
